Start training!
Training finished!
         47729690 function calls (45548423 primitive calls) in 69.398 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       66    0.000    0.000    0.000    0.000 base.py:130(clone)
        1    0.000    0.000    0.000    0.000 base.py:136(CachingDB)
   396/33    0.000    0.000    0.001    0.000 base.py:141(apply)
        1    0.000    0.000    0.000    0.000 base.py:147(ODeltaStream)
        1    0.000    0.000    0.000    0.000 base.py:15(ExecutionContext)
        1    0.000    0.000    0.000    0.000 base.py:154(IndexObject)
        1    0.000    0.000    0.000    0.000 base.py:164(OPackStream)
        1    0.000    0.000    0.000    0.000 base.py:166(CompoundDB)
        1    0.000    0.000    0.000    0.000 base.py:184(ODeltaPackStream)
        1    0.000    0.000    0.000    0.000 base.py:2(<module>)
        1    0.000    0.000    0.000    0.000 base.py:20(OInfo)
        1    0.000    0.000    0.000    0.000 base.py:202(IStream)
        1    0.000    0.000    0.000    0.000 base.py:23(MutableLocalBase)
        1    0.000    0.000    0.000    0.000 base.py:25(ObjectDBR)
        1    0.000    0.000    0.000    0.000 base.py:270(ResolveInfo)
        1    0.000    0.000    0.000    0.000 base.py:283(InvalidOInfo)
        1    0.000    0.000    0.000    0.000 base.py:310(InvalidOStream)
       99    0.000    0.000    0.000    0.000 base.py:331(__init__)
    99/33    0.000    0.000    0.001    0.000 base.py:346(__post_init__)
       33    0.000    0.000    0.000    0.000 base.py:351(<lambda>)
       66    0.000    0.000    0.000    0.000 base.py:356(_aggregate_mutables)
       33    0.000    0.000    0.000    0.000 base.py:364(_update_contains)
       33    0.000    0.000    0.000    0.000 base.py:370(<lambda>)
        1    0.000    0.000    0.000    0.000 base.py:4(GraphQLError)
        1    0.000    0.000    0.000    0.000 base.py:4(ValidationRule)
        1    0.000    0.000    0.000    0.000 base.py:40(Object)
        2    0.000    0.000    0.001    0.001 base.py:5(<module>)
        1    0.000    0.000    0.000    0.000 base.py:59(UpdateProgress)
        1    0.000    0.000    0.004    0.004 base.py:6(<module>)
        1    0.000    0.000    0.000    0.000 base.py:60(MutableLocal)
        1    0.000    0.000    0.000    0.000 base.py:64(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:66(OPackInfo)
        1    0.000    0.000    0.000    0.000 base.py:66(ObjectDBW)
        2    0.000    0.000    0.003    0.001 base.py:7(<module>)
        1    0.000    0.000    0.000    0.000 base.py:80(Submodule)
        1    0.000    0.000    0.000    0.000 base.py:94(HasPostInit)
    99/33    0.000    0.000    0.001    0.000 base.py:95(__call__)
        1    0.000    0.000    0.001    0.001 base.py:97(IndexFile)
        1    0.000    0.000    0.001    0.001 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        1    0.000    0.000    0.003    0.003 base_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_events.py:205(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 base_events.py:273(Server)
        1    0.000    0.000    0.000    0.000 base_events.py:384(BaseEventLoop)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:281(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.030    0.030 basic.py:1(<module>)
       65    0.000    0.000    0.000    0.000 basic.py:126(__new__)
        7    0.000    0.000    0.000    0.000 basic.py:153(__hash__)
        2    0.000    0.000    0.000    0.000 basic.py:1920(_exec_constructor_postprocessors)
        4    0.000    0.000    0.000    0.000 basic.py:1934(<genexpr>)
        1    0.000    0.000    0.000    0.000 basic.py:1968(Atom)
        1    0.000    0.000    0.000    0.000 basic.py:36(Basic)
        4    0.000    0.000    0.000    0.000 basic.py:750(args)
        1    0.000    0.000    0.001    0.001 basis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 batch_norm_replacement.py:1(<module>)
        2    0.000    0.000    0.001    0.000 batchnorm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 batchnorm.py:121(_BatchNorm)
       49    0.000    0.000    0.003    0.000 batchnorm.py:122(__init__)
    13230    0.045    0.000    0.436    0.000 batchnorm.py:137(forward)
        1    0.000    0.000    0.000    0.000 batchnorm.py:17(_NormBase)
        1    0.000    0.000    0.000    0.000 batchnorm.py:186(_LazyNormBase)
        1    0.000    0.000    0.000    0.000 batchnorm.py:233(BatchNorm1d)
       49    0.000    0.000    0.003    0.000 batchnorm.py:30(__init__)
        1    0.000    0.000    0.000    0.000 batchnorm.py:309(LazyBatchNorm1d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:344(BatchNorm2d)
    13230    0.005    0.000    0.008    0.000 batchnorm.py:414(_check_input_dim)
        1    0.000    0.000    0.000    0.000 batchnorm.py:419(LazyBatchNorm2d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:452(BatchNorm3d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:48(BatchNorm2d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:528(LazyBatchNorm3d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:561(SyncBatchNorm)
       49    0.000    0.000    0.000    0.000 batchnorm.py:60(<dictcomp>)
       49    0.000    0.000    0.000    0.000 batchnorm.py:68(reset_running_stats)
       49    0.000    0.000    0.001    0.000 batchnorm.py:76(reset_parameters)
        1    0.000    0.000    0.000    0.000 batchnorm.py:78(BatchNorm3d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:9(_BatchNorm)
     8918    0.009    0.000    1.937    0.000 batchnorm.py:91(_load_from_state_dict)
        1    0.000    0.000    0.000    0.000 bdb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bdb.py:13(BdbQuit)
        1    0.000    0.000    0.000    0.000 bdb.py:17(Bdb)
        1    0.000    0.000    0.000    0.000 bdb.py:653(Breakpoint)
        1    0.000    0.000    0.000    0.000 bdb.py:851(Tdb)
        1    0.000    0.000    0.000    0.000 bdist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bdist.py:25(ListCompat)
        1    0.000    0.000    0.000    0.000 bdist.py:35(bdist)
        1    0.000    0.000    0.001    0.001 bernoulli.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bernoulli.py:18(Bernoulli)
        2    0.000    0.000    0.002    0.001 bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bessel.py:106(besselj)
        1    0.000    0.000    0.000    0.000 bessel.py:1124(AiryBase)
        1    0.000    0.000    0.000    0.000 bessel.py:1151(airyai)
        1    0.000    0.000    0.000    0.000 bessel.py:1323(airybi)
        1    0.000    0.000    0.000    0.000 bessel.py:1500(airyaiprime)
        1    0.000    0.000    0.000    0.000 bessel.py:1657(airybiprime)
        1    0.000    0.000    0.000    0.000 bessel.py:1821(marcumq)
        1    0.000    0.000    0.000    0.000 bessel.py:267(bessely)
        1    0.000    0.000    0.000    0.000 bessel.py:36(BesselBase)
        4    0.000    0.000    0.000    0.000 bessel.py:385(c_memo)
        1    0.000    0.000    0.000    0.000 bessel.py:399(besseli)
        1    0.000    0.000    0.000    0.000 bessel.py:495(besselk)
        1    0.000    0.000    0.000    0.000 bessel.py:577(hankel1)
        1    0.000    0.000    0.000    0.000 bessel.py:623(hankel2)
        6    0.000    0.000    0.000    0.000 bessel.py:670(assume_integer_order)
        1    0.000    0.000    0.000    0.000 bessel.py:678(SphericalBesselBase)
        1    0.000    0.000    0.000    0.000 bessel.py:717(jn)
        1    0.000    0.000    0.000    0.000 bessel.py:805(yn)
        1    0.000    0.000    0.000    0.000 bessel.py:871(SphericalHankelBase)
        1    0.000    0.000    0.000    0.000 bessel.py:928(hn1)
        1    0.000    0.000    0.000    0.000 bessel.py:984(hn2)
        1    0.000    0.000    0.000    0.000 beta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 beta.py:12(Beta)
        1    0.000    0.000    0.000    0.000 beta_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 beta_functions.py:150(betainc)
        1    0.000    0.000    0.000    0.000 beta_functions.py:19(beta)
        1    0.000    0.000    0.000    0.000 beta_functions.py:259(betainc_regularized)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:181(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:25(NonIntersectingPathException)
       36    0.000    0.000    0.000    0.000 binary.py:153(_torch_binary)
       30    0.000    0.000    0.000    0.000 binary.py:162(_torch_inplace_binary)
        1    0.000    0.000    0.001    0.001 binary.py:171(<dictcomp>)
        1    0.000    0.000    0.000    0.000 binary.py:174(<dictcomp>)
        1    0.000    0.000    0.001    0.001 binary.py:3(<module>)
        1    0.000    0.000    0.000    0.000 binary.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 binomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 binomial.py:19(Binomial)
        1    0.000    0.000    0.000    0.000 binrel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 binrel.py:135(AppliedBinaryRelation)
        1    0.000    0.000    0.000    0.000 binrel.py:15(BinaryRelation)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bivariate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blob.py:14(Blob)
        1    0.000    0.000    0.000    0.000 blob.py:6(<module>)
        1    0.000    0.000    0.000    0.000 blockmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blockmatrix.py:25(BlockMatrix)
        1    0.000    0.000    0.000    0.000 blockmatrix.py:564(BlockDiagMatrix)
        1    0.000    0.000    0.000    0.000 bn_relu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bn_relu.py:12(BNReLU2d)
        1    0.000    0.000    0.000    0.000 bn_relu.py:2(<module>)
        1    0.000    0.000    0.000    0.000 bn_relu.py:48(BNReLU3d)
        1    0.000    0.000    0.002    0.002 boolalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boolalg.py:1086(Nand)
        1    0.000    0.000    0.000    0.000 boolalg.py:1115(Nor)
        1    0.000    0.000    0.000    0.000 boolalg.py:1149(Xnor)
        1    0.000    0.000    0.000    0.000 boolalg.py:1180(Implies)
        1    0.000    0.000    0.000    0.000 boolalg.py:1264(Equivalent)
        1    0.000    0.000    0.000    0.000 boolalg.py:1348(ITE)
        1    0.000    0.000    0.000    0.000 boolalg.py:1465(Exclusive)
        1    0.000    0.000    0.000    0.000 boolalg.py:201(BooleanAtom)
        1    0.000    0.000    0.000    0.000 boolalg.py:253(BooleanTrue)
        1    0.000    0.000    0.000    0.000 boolalg.py:348(__hash__)
        1    0.000    0.000    0.000    0.000 boolalg.py:351(__eq__)
        1    0.000    0.000    0.000    0.000 boolalg.py:377(BooleanFalse)
       19    0.000    0.000    0.000    0.000 boolalg.py:420(__bool__)
        1    0.000    0.000    0.000    0.000 boolalg.py:423(__hash__)
        1    0.000    0.000    0.000    0.000 boolalg.py:426(__eq__)
       19    0.000    0.000    0.000    0.000 boolalg.py:460(<lambda>)
        1    0.000    0.000    0.000    0.000 boolalg.py:463(BooleanFunction)
        1    0.000    0.000    0.000    0.000 boolalg.py:572(And)
        1    0.000    0.000    0.000    0.000 boolalg.py:64(Boolean)
        1    0.000    0.000    0.000    0.000 boolalg.py:732(Or)
        1    0.000    0.000    0.000    0.000 boolalg.py:838(Not)
        1    0.000    0.000    0.000    0.000 boolalg.py:951(Xor)
        1    0.000    0.000    0.000    0.000 bounding_boxes_2d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bounding_boxes_2d.py:16(BoundingBoxes2D)
        1    0.000    0.000    0.000    0.000 boxes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bricks.py:106(OrderedSetQueue)
        1    0.000    0.000    0.000    0.000 bricks.py:175(OrderedSet)
        1    0.000    0.000    0.000    0.000 bricks.py:20(<module>)
        1    0.000    0.000    0.000    0.000 bricks.py:43(SkipRepeatsQueue)
        1    0.000    0.000    0.000    0.000 brotli.py:6(<module>)
        1    0.000    0.000    0.006    0.006 bsplines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 buf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 buf.py:7(SlidingWindowMapBuffer)
        1    0.000    0.000    0.047    0.047 build.py:1(<module>)
        1    0.000    0.000    0.000    0.000 build_ast_schema.py:1(<module>)
        1    0.000    0.000    0.000    0.000 build_client_schema.py:1(<module>)
        1    0.000    0.000    0.001    0.001 builder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 builder.py:1424(TrackedFake)
        1    0.000    0.000    0.000    0.000 builder.py:146(_missing)
        1    0.000    0.000    0.000    0.000 builder.py:150(GraphArg)
        1    0.000    0.000    0.000    0.000 builder.py:1604(SourcelessBuilder)
        1    0.000    0.000    0.000    0.000 builder.py:191(FrameStateSizeEntry)
        1    0.000    0.000    0.000    0.000 builder.py:197(VariableBuilder)
        1    0.000    0.000    0.006    0.006 builder.py:31(<module>)
        6    0.000    0.000    0.000    0.000 builder.py:49(BuildMessageAndEnumDescriptors)
  162/158    0.000    0.000    0.000    0.000 builder.py:57(BuildNestedDescriptors)
        6    0.000    0.000    0.001    0.000 builder.py:71(BuildTopDescriptorsAndMessages)
  162/158    0.001    0.000    0.001    0.000 builder.py:80(BuildMessage)
        1    0.000    0.000    0.003    0.003 builtin.py:1(<module>)
       99    0.000    0.000    0.000    0.000 builtin.py:396(__init__)
        1    0.000    0.000    0.000    0.000 builtin.py:56(BuiltinVariable)
        1    0.000    0.000    0.001    0.001 bytecode_analysis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bytecode_analysis.py:128(ReadsWrites)
        1    0.000    0.000    0.000    0.000 bytecode_analysis.py:169(FixedPointBox)
        1    0.000    0.000    0.000    0.000 bytecode_analysis.py:174(StackSize)
        1    0.000    0.000    0.000    0.000 bytecode_analysis.py:21(<setcomp>)
        1    0.000    0.000    0.001    0.001 bytecode_transformation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bytecode_transformation.py:17(InstructionExnTabEntry)
        1    0.000    0.000    0.000    0.000 bytecode_transformation.py:347(ExceptionTableEntry)
        1    0.000    0.000    0.000    0.000 bytecode_transformation.py:43(Instruction)
        1    0.000    0.000    0.000    0.000 bytecode_transformation.py:82(_NotProvided)
        1    0.000    0.000    0.000    0.000 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
